date,state,positive,negative,hospitalizedCurrently,hospitalizedCumulative,recovered,death,hospitalized,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
20200613,OR,5535,164944,133,875,2396,174,875,,,5207,,,41,158,4132,170479,170479,4290,170479,1,0
20200613,PA,78462,496589,875,,58061,6211,,,,76237,,,42,463,8204,575051,575051,8667,575051,49,0
20200613,PR,5690,113280,117,,,146,,2326,112331,1460,56,90,72,154,0,118970,118970,154,118970,0,0
20200613,RI,16072,116709,141,1853,1435,833,1853,22438,182700,16072,,,44,49,1226,132781,132781,1275,132781,0,0
20200613,SC,17955,223951,523,1988,8682,599,1988,24611,223951,17955,599,,45,785,5062,241906,241906,5847,241906,6,0
20200613,SD,5833,58680,85,531,4828,75,531,,,,,,46,91,1417,64513,64513,1508,64513,1,6
20200613,TN,29541,571821,583,2073,19731,472,2073,34409,566752,29340,451,21,47,415,10774,601362,601362,11189,601362,4,24
20200613,TX,86011,1174308,2242,,56535,1957,,,,86011,,,48,2331,31031,1260319,1260319,33362,1260319,18,0
20200613,UT,13981,248801,236,1012,8114,139,1012,,,13981,,,49,404,3592,262782,262782,3996,262782,0,24
20200613,VA,53869,406124,959,8090,7131,1541,8090,,,51499,1435,106,51,658,8805,460276,459993,9463,459993,7,62
20200613,VI,72,2284,,,64,6,,,,,6,,78,0,63,2363,2356,63,2356,0,0
20200613,VT,1125,48808,11,,908,55,,,,1125,55,,50,6,1293,49933,49933,1299,49933,0,0
20200613,WA,26985,402149,225,3817,,1204,3817,,,26805,1204,,53,160,5929,429134,429134,6089,429134,10,45
20200613,WI,25089,388399,285,3035,16231,691,3035,,,22518,691,,55,294,11037,413655,413488,11331,413488,2,32
20200613,WV,2259,125258,29,,1568,88,,,,2183,,,54,26,3452,127517,127517,3478,127517,2,0
20200613,WY,1050,32005,5,93,833,18,93,941,30446,832,,,56,23,1132,33055,33055,1155,33055,0,1
20200614,AK,661,72806,11,,411,12,,,,661,12,,2,7,1657,73467,73467,1664,73467,0,0
20200614,AL,25615,271840,576,2255,13508,773,2255,,,25235,768,5,1,1014,3189,297455,297455,4203,297455,0,14
20200614,AR,12501,184488,204,998,8110,179,998,,,12501,,,5,954,9018,196989,196989,9972,196989,3,19
20200614,AS,0,174,,,,0,,,,0,,,60,0,0,174,174,0,174,0,0
20200614,AZ,35691,302354,1457,4148,6333,1186,4148,,,35374,1119,67,4,1233,8415,338045,338045,9648,338045,3,33
20200614,CA,148855,2653141,4247,,,5063,,,,148855,,,6,3212,74391,2801996,2801996,77603,2801996,74,0
20200614,CO,29017,215626,262,5244,4178,1348,5244,,,26408,,,8,195,7987,244643,244643,8182,244643,0,10
20200614,CT,45088,312263,205,9912,7611,4201,9912,,,42182,3355,846,9,94,7090,357351,357351,7184,357351,15,0
20200614,DC,9767,54763,186,,1150,515,,,,,,,11,58,1436,64530,64530,1494,64530,4,0
20200614,DE,10264,71523,93,,6172,496,,,,9313,438,58,10,35,1653,81787,81787,1688,81787,1,0
20200614,FL,75568,1333447,,12224,,3022,12224,101662,1553385,75568,3022,,12,2016,36586,1410199,1409015,38602,1409015,6,69
20200614,GA,57681,563109,829,9248,,2451,9248,52357,563109,57681,,,13,880,20230,620790,620790,21110,620790,5,24
20200614,GU,185,8358,,,168,5,,176,8249,177,,,66,0,0,8543,8543,0,8543,0,0
20200614,HI,723,59599,,89,628,17,89,,,,,,15,17,967,60322,60322,984,60322,0,2
20200614,IA,23926,200708,203,,14383,652,,,,23926,,,19,209,4817,224634,224634,5026,224634,2,0
20200614,ID,3399,59581,22,266,2837,87,266,,,3061,67,20,16,46,276,62980,62980,322,62980,0,1
20200614,IL,133404,1058442,1914,,,6489,,,,132543,6308,181,17,672,21368,1191846,1191846,22040,1191846,19,0
20200614,IN,39909,308482,869,6419,28522,2422,6419,,,,2240,182,18,366,7388,348391,348391,7754,348391,9,70
20200614,KS,11047,118105,,973,667,243,973,,,,,,20,0,0,129152,129152,0,129152,0,0
20200614,KY,12445,282140,410,2433,3409,499,2433,,,12125,497,2,21,0,0,294585,294585,0,294585,0,0
20200614,LA,46619,462713,556,,33904,3014,,,,,2901,113,22,336,4613,509332,509332,4949,509332,10,0
20200614,MA,105603,607107,1039,10802,88725,7624,10802,,,101276,7467,157,25,208,8906,712710,712710,9114,712710,48,30
20200614,MD,61701,353608,751,10165,4541,2939,10165,,,61701,2811,128,24,396,6155,415309,415309,6551,415309,13,112
20200614,ME,2793,67065,29,314,2173,100,314,3413,67065,2486,100,,23,36,1472,69858,69858,1508,69858,0,1
20200614,MI,66054,747444,636,,44964,6016,,82079,747444,59990,5771,245,26,218,13797,813498,813498,14015,813498,3,0
20200614,MN,30471,387239,369,3610,26090,1329,3610,,,30471,1298,31,27,6,-6,417710,417710,0,417710,15,29
20200614,MO,15810,259679,647,,,879,,17275,252506,15810,,,29,0,5693,275489,275489,5693,275489,0,0
20200614,MP,30,8139,,,19,2,,,,30,2,,69,0,233,8169,8169,233,8169,0,0
20200614,MS,19516,194537,667,2665,13356,891,2665,,,19216,873,16,28,168,0,214053,214053,168,214053,2,21
20200614,MT,601,58306,6,77,510,19,77,,,601,,,30,13,890,58907,58907,903,58907,1,0
20200614,NC,44119,583011,798,,23653,1109,,,,44119,1109,,37,1443,13997,627130,627130,15440,627130,5,0
20200614,ND,3080,83800,35,197,2658,67,197,,,3080,64,3,38,22,985,86880,86880,1007,86880,0,0
20200614,NE,16633,119482,156,1070,9879,216,1070,,,16633,,,31,120,1618,136115,136115,1738,136115,0,3
20200614,NH,5299,91122,70,513,3905,318,513,,,5299,,,33,48,2417,96421,96421,2465,96421,3,10
20200614,NJ,166881,930735,1391,18737,28714,12625,18737,,,166881,12625,,34,276,19125,1097616,1097616,19401,1097616,36,30
20200614,NM,9621,249373,172,1625,4072,431,1625,,,9621,,,35,95,3615,258994,258994,3710,258994,5,0
20200614,NV,11173,199438,332,,627,479,,,,11173,,,32,227,5504,210611,210611,5731,210611,1,0
20200614,NY,383324,2551275,1657,89995,68761,24551,89995,,,383324,,,36,694,61665,2934599,2934599,62359,2934599,24,0
20200614,OH,41148,505072,511,6895,,2557,6895,,,38188,2327,230,39,300,7022,546220,546220,7322,546220,3,31
20200614,OK,8231,242587,149,1116,6578,359,1116,9456,242587,8231,,,40,158,4221,250818,250818,4379,250818,0,5
20200614,OR,5636,168246,133,875,2396,176,875,,,5207,,,41,101,3302,173882,173882,3403,173882,2,0
20200614,PA,78798,504435,852,,58310,6215,,,,76567,,,42,336,7846,583233,583233,8182,583233,4,0
20200614,PR,5811,113280,110,,,147,,2326,112331,1471,57,90,72,121,0,119091,119091,121,119091,1,0
20200614,RI,16104,117593,141,1853,1435,833,1853,22514,184571,16104,,,44,32,884,133697,133697,916,133697,0,0
20200614,SC,18795,229541,521,1988,8682,600,1988,25555,229541,18795,600,,45,840,5590,248336,248336,6430,248336,1,0
20200614,SD,5898,59421,87,539,4899,75,539,,,,,,46,65,741,65319,65319,806,65319,0,8
20200614,TN,30432,584788,588,2087,19896,475,2087,35423,579620,30255,454,21,47,891,12967,615220,615220,13858,615220,3,14
20200614,TX,87854,1208129,2287,,58341,1976,,,,87854,,,48,1843,33821,1295983,1295983,35664,1295983,19,0
20200614,UT,14313,253400,178,1028,8252,139,1028,,,14313,,,49,332,4599,267713,267713,4931,267713,0,16
20200614,VA,54506,414494,958,8136,7178,1546,8136,,,52103,1438,108,51,637,8370,469302,469000,9007,469000,5,46
20200614,VI,72,2305,,,64,6,,,,,6,,78,0,21,2379,2377,21,2377,0,0
20200614,VT,1127,49855,26,,909,55,,,,1127,55,,50,2,1047,50982,50982,1049,50982,0,0
20200614,WA,27095,405799,229,3845,,1213,3845,,,26934,1213,,53,110,3650,432894,432894,3760,432894,9,28
20200614,WI,25340,397366,289,3049,16558,692,3049,,,22758,692,,55,251,8967,422890,422706,9218,422706,1,14
20200614,WV,2289,128910,30,,1571,88,,,,2213,,,54,30,3652,131199,131199,3682,131199,0,0
20200614,WY,1060,32005,5,93,834,18,93,941,30446,841,,,56,10,0,33065,33065,10,33065,0,0
20200615,AK,664,73773,21,,417,12,,,,664,12,,2,3,967,74437,74437,970,74437,0,0
20200615,AL,26272,276402,641,2259,13508,774,2259,,,25892,769,5,1,657,4562,302674,302674,5219,302674,1,4
20200615,AR,12917,191221,206,1003,8352,182,1003,,,12917,,,5,416,6733,204138,204138,7149,204138,3,5
20200615,AS,0,174,,,,0,,,,0,,,60,0,0,174,174,0,174,0,0
20200615,AZ,36705,308552,1449,4182,6462,1194,4182,,,36377,1127,67,4,1014,6198,345257,345257,7212,345257,8,34
20200615,CA,151452,2716730,4323,,,5089,,,,151452,,,6,2597,63589,2868182,2868182,66186,2868182,26,0
20200615,CO,29130,219955,276,5244,4196,1348,5244,,,26523,,,8,113,4329,249085,249085,4442,249085,0,0
20200615,CT,45235,317038,203,9912,7611,4204,9912,,,42448,3356,848,9,147,4775,362273,362273,4922,362273,3,0
20200615,DC,9799,56047,191,,1155,515,,,,,,,11,32,1284,65846,65846,1316,65846,0,0
20200615,DE,10340,74346,88,,6172,498,,,,9378,440,58,10,76,2823,84686,84686,2899,84686,2,0
20200615,FL,77326,1352858,,12298,,3030,12298,103802,1577532,77326,3030,,12,1758,19411,1431351,1430184,21169,1430184,8,74
20200615,GA,58414,572082,865,9322,,2494,9322,52973,572082,58414,,,13,733,8973,630496,630496,9706,630496,43,74
20200615,GU,185,8573,,,169,5,,174,8531,177,,,66,0,215,8758,8758,215,8758,0,0
20200615,HI,728,60746,,91,629,17,91,,,,,,15,5,1147,61474,61474,1152,61474,0,2
20200615,IA,24053,203335,197,,14625,655,,,,24053,,,19,127,2627,227388,227388,2754,227388,3,0
20200615,ID,3399,59581,23,266,2837,87,266,,,3061,67,20,16,0,0,62980,62980,0,62980,0,0
20200615,IL,133877,1076596,1961,,,6507,,,,133016,6326,181,17,473,18154,1210473,1210473,18627,1210473,18,0
20200615,IN,40430,315399,882,6451,28744,2433,6451,,,,2251,182,18,521,6917,355829,355829,7438,355829,11,32
20200615,KS,11419,125543,,988,676,245,988,,,,,,20,372,7438,136962,136962,7810,136962,2,15
20200615,KY,12647,283204,383,2433,3416,505,2433,,,12326,503,2,21,202,1064,295851,295851,1266,295851,6,0
20200615,LA,47172,471553,568,,37017,3018,,,,,2906,112,22,553,8840,518725,518725,9393,518725,4,0
20200615,MA,105690,611541,1026,10817,88725,7647,10817,,,101334,7490,157,25,87,4434,717231,717231,4521,717231,23,15
20200615,MD,62032,359076,745,10222,4567,2947,10222,,,62032,2817,130,24,331,5468,421108,421108,5799,421108,8,57
20200615,ME,2810,68161,31,317,2189,101,317,3425,68161,2495,101,,23,17,1096,70971,70971,1113,70971,1,3
20200615,MI,66085,757952,562,,44964,6017,,82274,757952,60064,5772,245,26,31,10508,824037,824037,10539,824037,1,0
20200615,MN,30693,392229,353,3630,26609,1335,3630,,,30693,1304,31,27,222,4990,422922,422922,5212,422922,6,20
20200615,MO,16189,263752,612,,,880,,17275,252506,16189,,,29,379,4073,279941,279941,4452,279941,1,0
20200615,MP,30,8139,,,19,2,,,,30,2,,69,0,0,8169,8169,0,8169,0,0
20200615,MS,19799,210704,661,2680,15323,895,2680,,,19664,879,16,28,283,16167,230503,230503,16450,230503,4,15
20200615,MT,609,60328,7,78,510,19,78,,,609,,,30,8,2022,60937,60937,2030,60937,0,1
20200615,NC,45102,593377,797,,29219,1118,,,,45102,1118,,37,983,10366,638479,638479,11349,638479,9,0
20200615,ND,3101,84675,31,197,2683,68,197,,,3101,65,3,38,21,875,87776,87776,896,87776,1,0
20200615,NE,16725,121030,160,1075,10121,216,1075,,,16725,,,31,92,1548,137755,137755,1640,137755,0,5
20200615,NH,5345,93528,69,519,4041,320,519,,,5345,,,33,46,2406,98873,98873,2452,98873,2,6
20200615,NJ,167103,948980,1342,18755,28819,12676,18755,,,167103,12676,,34,222,18245,1116083,1116083,18467,1116083,51,18
20200615,NM,9723,253942,162,1625,4114,435,1625,,,9723,,,35,102,4569,263665,263665,4671,263665,4,0
20200615,NV,11279,205155,346,,636,483,,,,11279,,,32,106,5717,216434,216434,5823,216434,4,0
20200615,NY,383944,2607266,1608,89995,68851,24579,89995,,,383944,,,36,620,55991,2991210,2991210,56611,2991210,28,0
20200615,OH,41576,515592,513,6948,,2573,6948,,,38536,2342,231,39,428,10520,557168,557168,10948,557168,16,53
20200615,OK,8417,242587,149,1117,6628,359,1117,9456,242587,8417,,,40,186,0,251004,251004,186,251004,0,1
20200615,OR,5820,170316,125,899,2396,180,899,,,5625,,,41,184,2070,176136,176136,2254,176136,4,24
20200615,PA,79121,513909,851,,58549,6243,,,,76883,,,42,323,9474,593030,593030,9797,593030,28,0
20200615,PR,5890,113280,104,,,147,,2326,112331,1477,57,90,72,79,0,119170,119170,79,119170,0,0
20200615,RI,16180,119304,127,1882,1474,851,1882,22694,187532,16180,,,44,76,1711,135484,135484,1787,135484,18,29
20200615,SC,19378,236179,536,1988,8682,602,1988,26294,236179,19378,602,,45,583,6638,255557,255557,7221,255557,2,0
20200615,SD,5928,60467,93,544,4961,75,544,,,,,,46,30,1046,66395,66395,1076,66395,0,5
20200615,TN,31160,598818,642,2106,20062,483,2106,36284,593485,30951,462,21,47,728,14030,629978,629978,14758,629978,8,19
20200615,TX,89108,1225653,2326,,59089,1983,,,,89108,,,48,1254,17524,1314761,1314761,18778,1314761,7,0
20200615,UT,14608,258330,184,1041,8380,143,1041,,,14608,,,49,295,4930,272938,272938,5225,272938,4,13
20200615,VA,54886,424113,902,8132,7230,1552,8132,,,52460,1444,108,51,380,9619,479258,478999,9999,478999,6,-4
20200615,VI,73,2305,,,64,6,,,,,6,,78,1,0,2383,2378,1,2378,0,0
20200615,VT,1128,51429,16,,912,55,,,,1128,55,,50,1,1574,52557,52557,1575,52557,0,0
20200615,WA,27493,416076,197,3856,,1217,3856,,,27407,1217,,53,398,10277,443569,443569,10675,443569,4,11
20200615,WI,25546,403447,284,3061,16837,694,3061,,,22932,694,,55,206,6081,429181,428993,6287,428993,2,12
20200615,WV,2298,129655,25,,1585,88,,,,2220,,,54,9,745,131953,131953,754,131953,0,0
20200615,WY,1060,31546,4,93,834,18,93,941,30446,841,,,56,0,-459,32606,32606,-459,32606,0,0
20200616,AK,676,75539,22,,429,12,,,,676,12,,2,12,1766,76215,76215,1778,76215,0,0
20200616,AL,26912,278512,683,2315,13508,785,2315,,,26524,779,6,1,640,2110,305424,305424,2750,305424,11,56
20200616,AR,13191,192375,214,1026,8352,182,1026,,,13191,,,5,274,1154,205566,205566,1428,205566,0,23
20200616,AS,0,174,,,,0,,,,0,,,60,0,0,174,174,0,174,0,0
20200616,AZ,39097,315237,1506,4209,6598,1219,4209,,,38754,1140,79,4,2392,6685,354334,354334,9077,354334,25,27
20200616,CA,153560,2784195,4462,,,5121,,,,153560,,,6,2108,67465,2937755,2937755,69573,2937755,32,0
20200616,CO,29299,223857,276,5269,4196,1373,5269,,,26666,,,8,169,3902,253156,253156,4071,253156,25,25
20200616,CT,45349,323359,201,9912,7611,4210,9912,,,42557,3362,848,9,114,6321,368708,368708,6435,368708,6,0
20200616,DC,9818,57308,192,,1155,520,,,,,,,11,19,1261,67126,67126,1280,67126,5,0
20200616,DE,10403,75671,87,,6256,499,,,,9429,441,58,10,63,1325,86074,86074,1388,86074,1,0
20200616,FL,80109,1380200,,12489,,3085,12489,107506,1611442,80109,3085,,12,2783,27342,1461459,1460309,30125,1460309,55,191
20200616,GA,59078,575900,875,9454,,2529,9454,53373,575900,59078,,,13,664,3818,634978,634978,4482,634978,35,132
20200616,GU,186,8846,,,169,5,,176,8624,178,,,66,1,273,9032,9032,274,9032,0,0
20200616,HI,736,61292,,91,630,17,91,,,,,,15,8,546,62028,62028,554,62028,0,0
20200616,IA,24179,206459,193,,15025,669,,,,24179,,,19,126,3124,230638,230638,3250,230638,14,0
20200616,ID,3462,62185,24,270,2877,88,270,,,3121,68,20,16,63,2604,65647,65647,2667,65647,1,4
20200616,IL,134500,1094702,1939,,,6579,,,,133639,6398,181,17,623,18106,1229202,1229202,18729,1229202,72,0
20200616,IN,40786,322959,860,6481,29093,2447,6481,,,,2265,182,18,356,7560,363745,363745,7916,363745,14,30
20200616,KS,11419,125543,,988,676,245,988,,,,,,20,0,0,136962,136962,0,136962,0,0
20200616,KY,12829,283204,395,2436,3431,512,2436,,,12490,510,2,21,182,0,296033,296033,182,296033,7,3
20200616,LA,47706,485011,588,,37017,3042,,,,,2930,112,22,534,13458,532717,532717,13992,532717,24,0
20200616,MA,105885,617762,1045,10867,88725,7665,10867,,,101474,7508,157,25,195,6221,723647,723647,6416,723647,18,50
20200616,MD,62409,366816,742,10262,4579,2982,10262,,,62409,2851,131,24,377,7740,429225,429225,8117,429225,35,40
20200616,ME,2819,69516,30,321,2233,101,321,3441,69516,2499,101,,23,9,1355,72335,72335,1364,72335,0,4
20200616,MI,66269,769265,562,,44964,6034,,82565,769265,60189,5790,244,26,184,11313,835534,835534,11497,835534,17,0
20200616,MN,30882,398263,357,3658,27006,1344,3658,,,30882,1313,31,27,189,6034,429145,429145,6223,429145,9,28
20200616,MO,16414,268377,524,,,882,,17275,252506,16414,,,29,225,4625,284791,284791,4850,284791,2,0
20200616,MP,30,8139,,,19,2,,,,30,2,,69,0,0,8169,8169,0,8169,0,0
20200616,MS,20152,220651,668,2728,15323,915,2728,,,20013,899,16,28,353,9947,240803,240803,10300,240803,20,48
20200616,MT,614,62963,8,79,535,19,79,,,614,,,30,5,2635,63577,63577,2640,63577,0,1
20200616,NC,45853,605568,829,,29219,1154,,,,45853,1154,,37,751,12191,651421,651421,12942,651421,36,0
20200616,ND,3124,85527,26,200,2720,69,200,,,3124,66,3,38,23,852,88651,88651,875,88651,1,3
20200616,NE,16851,122662,160,1088,10351,220,1088,,,16851,,,31,126,1632,139513,139513,1758,139513,4,13
20200616,NH,5345,93528,69,519,4041,320,519,,,5345,,,33,0,0,98873,98873,0,98873,0,0
20200616,NJ,167426,964356,1291,18879,28872,12727,18879,,,167426,12727,,34,323,15376,1131782,1131782,15699,1131782,51,124
20200616,NM,9845,258076,161,1686,4160,440,1686,,,9845,,,35,122,4134,267921,267921,4256,267921,5,61
20200616,NV,11658,210816,349,,640,485,,,,11658,,,32,379,5661,222474,222474,6040,222474,2,0
20200616,NY,384575,2667203,1538,89995,68938,24608,89995,,,384575,,,36,631,59937,3051778,3051778,60568,3051778,29,0
20200616,OH,42010,526123,528,7007,,2597,7007,,,38911,2362,235,39,434,10531,568133,568133,10965,568133,24,59
20200616,OK,8645,253160,172,1130,6765,363,1130,10130,253160,8645,,,40,228,10573,261805,261805,10801,261805,4,13
20200616,OR,6098,173440,141,912,2431,182,912,,,5897,,,41,278,3124,179538,179538,3402,179538,2,13
20200616,PA,79483,523609,800,,59612,6276,,,,77230,,,42,362,9700,603092,603092,10062,603092,33,0
20200616,PR,5951,113280,94,,,147,,2326,112331,1479,57,90,72,61,0,119231,119231,61,119231,0,0
20200616,RI,16232,120790,129,1889,1479,865,1889,22800,190338,16232,,,44,52,1486,137022,137022,1538,137022,14,7
20200616,SC,19990,247689,571,2055,9734,607,2055,27086,240593,19990,607,,45,612,11510,267679,267679,12122,267679,5,67
20200616,SD,5966,61236,92,562,5069,77,562,,,,,,46,38,769,67202,67202,807,67202,2,18
20200616,TN,31830,607160,621,2146,20710,493,2146,36995,601777,31612,472,21,47,670,8342,638990,638990,9012,638990,10,40
20200616,TX,93206,1255236,2518,,60681,2029,,,,93206,,,48,4098,29583,1348442,1348442,33681,1348442,46,0
20200616,UT,14937,260763,271,1073,8470,145,1073,,,14937,,,49,329,2433,275700,275700,2762,275700,2,32
20200616,VA,55331,430107,904,8245,7341,1570,8245,,,52917,1465,105,51,445,5994,485695,485438,6439,485438,18,113
20200616,VI,73,2305,,,64,6,,,,,6,,78,0,0,2383,2378,0,2378,0,0
20200616,VT,1131,51759,12,,914,55,,,,1131,55,,50,3,330,52890,52890,333,52890,0,0
20200616,WA,27925,426586,235,3894,,1221,3894,,,27876,1221,,53,432,10510,454511,454511,10942,454511,4,38
20200616,WI,25844,414330,275,3096,17122,703,3096,,,23198,703,,55,298,10883,440366,440174,11181,440174,9,35
20200616,WV,2341,134730,24,,1636,88,,,,2261,,,54,43,5075,137071,137071,5118,137071,0,0
20200616,WY,1089,33324,7,96,852,18,96,1025,33164,866,,,56,29,1778,34413,34413,1807,34413,0,3
20200617,AK,696,77013,23,,438,12,,,,696,12,,2,20,1474,77709,77709,1494,77709,0,0
20200617,AL,27312,283411,688,2352,15974,790,2352,,,26914,784,6,1,400,4899,310723,310723,5299,310723,5,37
20200617,AR,13606,207093,217,1052,8996,197,1052,,,13606,,,5,415,14718,220699,220699,15133,220699,15,26
20200617,AS,0,174,,,,0,,,,0,,,60,0,0,174,174,0,174,0,0
20200617,AZ,40924,325269,1582,4224,6715,1239,4224,,,40577,1159,80,4,1827,10032,366193,366193,11859,366193,20,15
20200617,CA,157015,2840973,4522,,,5208,,,,157015,,,6,3455,56778,2997988,2997988,60233,2997988,87,0
20200617,CO,29442,227225,290,5272,4231,1373,5272,,,26795,,,8,143,3368,256667,256667,3511,256667,0,3
20200617,CT,45429,327850,186,9912,7611,4219,9912,,,42788,3373,846,9,80,4491,373279,373279,4571,373279,9,0
20200617,DC,9847,60239,197,,1155,523,,,,,,,11,29,2931,70086,70086,2960,70086,3,0
20200617,DE,10444,76143,83,,6305,502,,,,9470,444,58,10,41,472,86587,86587,513,86587,3,0
20200617,FL,82719,1403040,,12673,,3110,12673,110650,1638911,82719,3110,,12,2610,22840,1486999,1485759,25450,1485759,25,184
20200617,GA,60030,590437,881,9543,,2575,9543,54286,590437,60030,,,13,952,14537,650467,650467,15489,650467,46,89
20200617,GU,188,9010,0,,170,5,,181,8914,180,,,66,2,164,9198,9198,166,9198,0,0
20200617,HI,740,62503,,92,637,17,92,,,,,,15,4,1211,63243,63243,1215,63243,0,1
20200617,IA,24461,210670,188,,15289,673,,,,24461,,,19,282,4211,235131,235131,4493,235131,4,0
20200617,ID,3540,63244,28,275,2921,88,275,,,3197,68,20,16,78,1059,66784,66784,1137,66784,0,5
20200617,IL,135046,1124143,1878,,,6666,,,,134185,6485,181,17,546,29441,1259189,1259189,29987,1259189,87,0
20200617,IN,41013,330169,789,6526,29671,2475,6526,,,,2289,186,18,227,7210,371182,371182,7437,371182,28,45
20200617,KS,11681,130443,,1011,696,247,1011,,,,,,20,262,4900,142124,142124,5162,142124,2,23
20200617,KY,12995,286874,416,2455,3444,518,2455,,,12646,516,2,21,166,3670,299869,299869,3836,299869,6,19
20200617,LA,48634,496587,585,,37017,3062,,,,,2950,112,22,928,11576,545221,545221,12504,545221,20,0
20200617,MA,106151,625895,998,10925,88725,7734,10925,,,101654,7568,166,25,266,8133,732046,732046,8399,732046,69,58
20200617,MD,62969,378374,702,10309,4596,2996,10309,,,62969,2866,130,24,560,11558,441343,441343,12118,441343,14,47
20200617,ME,2836,71182,27,323,2275,102,323,3466,71182,2509,102,,23,17,1666,74018,74018,1683,74018,1,2
20200617,MI,66497,783388,562,,44964,6036,,82889,783388,60393,5792,244,26,228,14123,849885,849885,14351,849885,2,0
20200617,MN,31296,417291,351,3689,27404,1357,3689,,,31296,1325,32,27,414,19028,448587,448587,19442,448587,13,31
20200617,MO,16625,268377,533,,,909,,17275,252506,16625,,,29,211,0,285002,285002,211,285002,27,0
20200617,MP,30,8139,,,19,2,,,,30,2,,69,0,0,8169,8169,0,8169,0,0
20200617,MS,20641,223748,668,2767,15323,938,2767,,,20500,922,16,28,489,3097,244389,244389,3586,244389,23,39
20200617,MT,630,64885,5,78,538,20,78,,,630,,,30,16,1922,65515,65515,1938,65515,1,-1
20200617,NC,46855,620567,846,,29219,1168,,,,46855,1168,,37,1002,14999,667422,667422,16001,667422,14,0
20200617,ND,3166,86508,25,201,2756,70,201,,,3166,66,4,38,42,981,89674,89674,1023,89674,1,1
20200617,NE,17031,125356,156,1116,10529,231,1116,,,17031,,,31,180,2694,142387,142387,2874,142387,11,28
20200617,NH,5364,94722,62,521,4067,326,521,,,5364,,,33,19,1194,100086,100086,1213,100086,6,2
20200617,NJ,167703,980138,1352,19010,28966,12769,19010,,,167703,12769,,34,277,15782,1147841,1147841,16059,1147841,42,131
20200617,NM,9933,261620,156,1698,4217,447,1698,,,9933,,,35,88,3544,271553,271553,3632,271553,7,12
20200617,NV,11842,215768,360,,640,486,,,,11842,,,32,184,4952,227610,227610,5136,227610,1,0
20200617,NY,385142,2725977,1479,89995,69085,24629,89995,,,385142,,,36,567,58774,3111119,3111119,59341,3111119,21,0
20200617,OH,42422,542141,541,7051,,2611,7051,,,39303,2377,234,39,412,16018,584563,584563,16430,584563,14,44
20200617,OK,8904,256528,181,1146,6898,364,1146,10296,256528,8904,,,40,259,3368,265432,265432,3627,265432,1,16
20200617,OR,6218,178132,158,929,2457,183,929,,,6007,,,41,120,4692,184350,184350,4812,184350,1,17
20200617,PA,79818,533013,788,,59863,6319,,,,77543,,,42,335,9404,612831,612831,9739,612831,43,0
20200617,PR,6003,113280,78,,,147,,2326,112331,1486,57,90,72,52,0,119283,119283,52,119283,0,0
20200617,RI,16283,121997,126,1898,1489,876,1898,22913,192904,16283,,,44,51,1207,138280,138280,1258,138280,11,9
20200617,SC,20556,252198,607,2055,9734,617,2055,27792,244957,20551,617,0,45,566,4509,272754,272754,5075,272754,10,0
20200617,SD,6050,62938,91,570,5143,78,570,,,,,,46,84,1702,68988,68988,1786,68988,1,8
20200617,TN,32143,612430,632,2180,21282,497,2180,37420,606924,31914,476,21,47,313,5270,644573,644573,5583,644573,4,34
20200617,TX,96335,1273303,2793,,62368,2062,,,,96335,,,48,3129,18067,1369638,1369638,21196,1369638,33,0
20200617,UT,15344,263348,270,1102,8552,149,1102,,,15344,,,49,407,2585,278692,278692,2992,278692,4,29
20200617,VA,55775,438566,938,8367,7429,1583,8367,,,53318,1478,105,51,444,8459,494654,494341,8903,494341,13,122
20200617,VI,73,2354,,,64,6,,,,,6,,78,0,49,2440,2427,49,2427,0,0
20200617,VT,1130,52533,5,,915,55,,,,1130,55,,50,-1,774,53663,53663,773,53663,0,0
20200617,WA,28255,435169,256,3915,,1231,3915,,,28233,1231,,53,330,8583,463424,463424,8913,463424,10,21
20200617,WI,26129,423736,244,3128,17613,712,3128,,,23454,712,,55,285,9406,450044,449865,9691,449865,9,32
20200617,WV,2376,138994,23,,1654,88,,,,2295,,,54,35,4264,141370,141370,4299,141370,0,0
20200617,WY,1114,33955,7,97,862,18,97,1025,33164,884,,,56,25,631,35069,35069,656,35069,0,1
20200618,AK,708,80477,18,,449,12,,,,708,12,,2,12,3464,81185,81185,3476,81185,0,0
20200618,AL,28206,294328,668,2373,15974,810,2373,,,27796,801,9,1,894,10917,322534,322534,11811,322534,20,21
20200618,AR,13928,214506,226,1074,9376,208,1074,,,13928,,,5,322,7413,228434,228434,7735,228434,11,22
20200618,AS,0,174,,,,0,,,,0,,,60,0,0,174,174,0,174,0,0
20200618,AZ,43443,336289,1667,4241,6863,1271,4241,,,43085,1184,87,4,2519,11020,379732,379732,13539,379732,32,17
20200618,CA,161099,2913431,4584,,,5290,,,,161099,,,6,4084,72458,3074530,3074530,76542,3074530,82,0
20200618,CO,29673,232543,270,5294,4253,1402,5294,,,27003,,,8,231,5318,262216,262216,5549,262216,29,22
20200618,CT,45440,334853,176,10099,7842,4226,10099,,,43078,3378,848,9,11,7003,380293,380293,7014,380293,7,187
20200618,DC,9903,62296,189,,1155,527,,,,,,,11,56,2057,72199,72199,2113,72199,4,0
